8.2115e-30,9.8791e-76,1.3599e-37,1.3196e-68,1.479e-45,6.0749e-54,1.7679e-82,1.0477e-15,7.9963e-28,4.2775
2.0808e-16,1.8369e-20,1.2361e-109,2.5138e-15,1.1644e-38,7.3622e-175,1.6691e-117,4.6476e-16,4.006,9.083e-13
7.5983e-14,620.45,8.9501e-82,5.567e-113,3.823e-22,3.1166e-103,3.1495e-10,2.0052e-61,1.3094e-36,5.3938e-122
1226.4,1.7366e-78,3.253e-47,1.4386e-199,1.632e-30,5.352e-50,3.2906e-193,1.9085e-25,5.3176e-73,2.5106e-124
1.6337,11.166,4.8653,1.0625,1.0787e-08,0.05397,2.7739e-80,3.7308e-28,4.2559e-30,1.9992
3.8401e-30,3.1357e-14,0,128.02,2.0835e-11,2.1025e-20,5.833e-99,1.4472e-34,9.378e-77,4.0518e-53
8.9787e-48,7.3317e-32,3.0666e-69,2.9934e-16,3.9772e-17,1.2646,0.23166,0.041666,1.6626e-135,1.9983
412.9,100.03,6.4724e-31,0.0067522,4.4318e-08,6.8664e-07,2.9711e-140,2.2513e-15,1.9656e-54,1.7883
1.5593e-18,1.9636e-15,16.034,11.963,1.9514,6.3702e-19,0.0047766,0.072581,2.5116e-168,1.9866
4.892e-14,399.46,96.16,0.0098093,1.7071e-15,0.0056173,5.0782e-53,2.0224e-73,9.0364e-65,1.001
4.8277e-33,8.0218e-41,5.3459e-35,9.865e-18,2.6157e-16,2.1363,1.4787,6.2388e-18,3.2835e-45,1.9871
3.0674e-19,1.4172e-18,1.2549e-18,1.3709e-16,1.1195,1.1217,0.54108,0.10358,4.7984e-74,1.9995
3.2811e-05,0.00021601,0.0088284,0.057301,2.9024,4.2447e-20,7.6164e-141,6.6726e-17,2.4558e-33,1.9986
1.3898e-16,1.1349,23.912,19.36,6.898,2.6101,3.8982e-140,1.6424e-07,4.8037e-79,1.9495
5.1066e-14,1.8376e-14,256.87,2.4351e-29,2.9594e-62,5.5171e-78,2.1465e-58,1.7027e-27,4.5492e-17,3.3403e-95
5.7378e-14,468.53,103.25,0.050262,1.9032e-16,2.6545e-06,1.2367e-07,9.0609e-56,1.8829e-64,0.00028192
1.1075e-30,9.0431e-15,6.4284e-15,2.8356e-20,3.4277e-15,1.7457e-35,16.131,1.6075e-30,7.8223e-53,5.9685e-145
1.7389,334.24,78.546,1.7584e-05,0.5182,0.096692,3.2841e-154,1.4495e-57,0,1.3856
1.9017,12.181,8.1269,2.7453,0.72481,1.0496e-19,6.7657e-81,1.0608e-09,1.8993e-34,1.9982
148.51,142.35,35.096,0.017777,4.1913e-06,3.3863e-47,0,3.5303e-60,4.4557e-55,1.8802
2.5404e-15,4.271e-16,6.6054e-22,6.2193e-17,2.1065e-15,4.1846e-64,1.1469e-72,4.3142,0.96156,1.6142
19.18,29.754,22.655,19.297,2.636,8.9357e-19,1.3305e-112,2.2869e-28,3.7744e-29,1.9705
5.1478,59.412,39.807,13.449,0.64928,2.7063e-22,3.2093e-07,9.0579e-08,8.5671e-42,1.951
0.14465,35.174,8.8132,2.5813,2.1434,7.3049e-30,2.8692e-59,4.1199e-74,2.6301e-146,1.9959
76.163,71.754,2.0133,0.78923,8.8328e-16,3.2359e-08,7.1791e-123,2.785e-47,1.3086e-80,1.9746
3.3775e-23,2.1242e-20,5.7535e-20,1.2109e-18,1.3265e-17,8.8578e-18,2.3497e-16,8.6143e-18,0.96216,1.9413
3.3329e-16,7.9293e-16,7.6444e-21,2.5157e-16,1.6244e-16,1.6916e-153,1.3076e-103,0.4676,0.78501,1.9576
5.6454e-33,8.2278e-33,7.1029e-17,1.1567e-16,3.4863e-16,8.0854e-37,1.4447,2.3017,1.8977e-56,1.9069
2.1962,381.93,100.79,37.601,8.8202,1.0378e-35,3.6084e-288,1.0698e-24,6.3062e-65,0.85622
810.46,250.6,4.5772e-35,3.5289,3.8363e-06,1.2167e-62,0.0003685,5.474e-32,7.4994e-94,0.73106
27.316,76.822,26.393,17.508,5.736,3.6294e-20,2.1299e-05,2.2227e-73,1.6837e-65,1.9404
1.2562e-14,102.58,28.185,9.8248,4.0002e-08,1.1077e-30,3.8546e-156,8.1092e-27,4.0247e-65,1.9499
360.65,49.576,3.3538e-31,0.0051926,1.3274e-07,1.1007e-11,0,6.5219e-27,2.1545e-55,1.8656
6.5791e-49,5.3722e-33,2.2471e-70,2.1934e-17,3.0234e-18,3.146e-39,0.046446,0.33845,2.812e-56,1.9982
6.6636e-18,4.4637e-15,36.449,46.077,27.713,2.2754,1.1699e-145,3.9831e-33,9.9659e-51,1.6229
0.0028115,0.68365,0.1713,0.49623,5.5136,7.3079e-30,2.8704e-59,4.1216e-74,1.4642e-141,1.9967
316.85,0.042456,6.9876e-21,0.0043719,3.221e-09,1.9797e-05,5.034e-110,1.234e-09,1.0826e-54,1.9019
6.2665e-14,511.7,2.6023,4.3034,6.5576e-05,8.8839e-19,2.8274e-138,1.2892e-24,6.0358e-86,3.6199e-06
13,26.455,24.5,12.956,1.8825,5.2859,1.8771e-74,1.6804e-09,3.2194e-39,1.9502
110.99,445.06,1.222e-31,0.012453,3.1833e-07,1.4293e-07,5.2208e-102,1.4535e-26,5.2388e-29,0.97048
1.0574e-21,6.0175e-22,1.6965e-20,1.0074e-19,3.0855e-16,4.3275e-16,3.7515,0.58612,2.2543e-47,1.9401
1.3905,462.72,64.183,44.41,3.1332e-06,7.5281e-15,1.2166e-114,3.1362e-26,2.5659e-54,5.0763e-111
196.92,463.16,76.863,30.273,6.5543e-11,0.015293,3.5254e-147,2.9187e-32,8.2842e-57,2.624e-62
1.5868e-33,1.2957e-17,3.5059e-18,5.8248e-15,2.6253e-15,1.4592e-19,2.3388e-153,8.0044,8.5393e-52,3.0866e-61
3.4858e-22,1.9274e-19,2.1023e-19,1.1295e-19,6e-20,1.031e-16,0.84191,0.43568,1.7099e-44,1.9981
0.007236,0.11257,4.9529,57.891,57.069,6.0734e-21,5.1701e-278,5.4824e-39,2.8613e-56,2.294e-117
8.8212e-37,1.0215e-40,3.1002e-34,2.3879e-32,1.9499e-16,3.0658e-17,2.1775e-17,4.0654e-42,0.22679,1.9968
9.2469e-17,5.0256e-15,41.039,7.073e-07,0.364,3.2142e-21,2.2795e-06,9.0088e-16,4.7475e-76,1.9749
1.8702,109.35,42.4,19.041,4.1817,1.5426e-19,0.00012276,7.3419e-08,1.3808e-43,1.9103
1.215e-14,99.216,62.233,42.458,1.6887e-11,3.0812e-19,9.7563e-130,8.3259e-31,9.0456e-29,1.787
2.1368e-15,3.7347e-19,5.9475e-196,5.9322e-16,1.2027e-15,2.4097e-137,5.087,7.5849,1.9346e-56,5.1342e-12
5.0311e-34,4.1082e-18,2.7465e-18,2.4262e-16,1.9812,2.3626,5.0206e-11,6.979e-27,3.164e-70,1.9957
8.4976e-31,8.6757e-35,1.2384e-194,1.7347e-15,2.935e-15,2.9424e-144,12.495,2.2122,4.7005e-52,1.1207
1.1049e-31,1.1186e-30,9.1449e-15,6.3686e-15,64.019,3.6418e-120,1.8681e-56,3.034e-32,5.742e-61,1.0434e-90
45.866,116.41,32.693,19.508,0.9249,1.04e-22,0.0019527,1.627e-07,3.8799e-30,1.9065
4.3826e-17,0.35787,6.2403,6.3745e-07,9.5466,1.7371,9.6537e-148,0.018152,1.3952e-71,1.9774
2.3879e-14,9.6893e-15,9.7742e-19,2.6574e-15,38.16,16.387,8.3252e-09,1.7114e-27,6.8967e-59,1.2366
109.17,222.59,8.554e-31,0.01028,4.4276e-08,2.941e-20,2.8001e-102,5.0959e-26,2.5831e-56,1.7903
3.6075e-06,112.85,107.54,8.4016,0.064888,7.8745e-30,2.1997e-149,1.8916e-23,8.7495e-35,1.7557
6.9246e-22,1.2795e-20,1.6634e-17,1.1667e-15,7.1391e-16,7.5282,5.5967,3.4904,4.0052e-45,1.5899
2.8045,6.1584,80.503,70.389,0.0001429,7.6355e-21,3.4521e-116,1.0021e-62,1.1464e-51,1.5502
115.89,302.37,59.11,1.2655e-06,0.59308,6.654e-20,3.1862e-06,2.6435e-38,6.1678e-77,1.5297
