1.3757,0.20604,4.7095,0.18899,0.15894
0.076674,0.38326,0.083121,0.082206,10.01
1.3821,3.1454,0.1369,0.15005,0.15293
1.4476,0.10222,0.26009,5.8578,0.21394
0.38737,1.4834,3.1733,2.3156,7.0221
0.18563,2.4038,3.4796,4.7802,0.09037
0.09256,0.15762,1.4708,3.7751,8.6517
0.12156,0.056512,2.6566,6.2371,4.6694
0.10922,1.1203,4.6694,0.088816,5.9171
1.2947,0.34802,0.096276,0.17731,8.0473
0.16192,3.3196,3.4263,0.18839,0.18266
0.19054,2.1015,5.3105,0.17899,0.32828
0.29263,0.089468,0.07362,7.9821,0.053214
0.27871,0.44385,1.6718,4.962,7.3824
0.17296,3.3732,0.051745,0.96686,5.4152
0.19857,0.13233,4.8915,4.814,0.37367
0.18763,2.22,2.3665,4.0021,5.9268
0.18043,2.219,0.17429,6.8563,0.6216
0.09107,0.24692,3.1863,0.44281,8.6236
2.2648,0.62398,0.7689,0.38826,0.92464
0.36647,2.4419,0.19428,5.645,3.37
1.3686,0.28919,0.19146,3.8798,6.2172
0.2311,4.0056,0.84659,0.96287,0.28248
0.21283,2.0404,0.093564,0.54156,8.6788
0.31475,0.092808,4.4496,0.33332,6.8237
1.3696,0.40482,0.17475,4.7984,4.7035
1.3751,0.13402,2.9927,0.64751,5.561
0.3647,0.29569,6.1398,0.68851,0.23348
1.4107,0.097535,2.5399,4.2947,3.0606
0.15578,0.083534,3.9369,5.5242,3.3931
0.45591,0.09178,4.4167,2.4993,5.8962
1.493,2.2357,2.5678,0.056734,0.065271
1.4346,0.37147,0.32368,0.14636,7.1333
0.16104,2.4643,0.34068,3.2722,6.9648
1.3021,1.3115,2.8403,3.3929,3.9478
0.16934,1.551,4.0499,4.5038,3.487
0.15005,0.085212,2.7621,5.346,6.1258
0.23673,1.6907,0.69932,5.1601,6.5073
0.10062,1.653,2.723,6.4136,0.10989
0.12953,0.5034,3.6611,4.6837,5.4914
0.51287,0.19064,0.12445,6.7548,5.1913
0.28361,0.091087,5.2916,0.85121,4.653
0.11945,0.63417,3.236,3.692,7.1741
0.51637,0.96126,5.251,2.9742,0.040685
0.2979,2.0448,4.448,0.28829,4.4483
1.3309,0.59871,3.8255,3.3354,0.14497
0.54193,2.4348,0.24544,3.9237,6.0208
0.49551,3.3118,0.27417,4.3263,0.070468
0.18236,1.518,1.2602,4.1858,7.5465
0.43557,1.5556,3.5182,5.4477,2.0962
0.14482,2.5409,0.14599,4.8312,5.0549
0.18942,3.1606,2.5523,0.26764,4.8249
0.57419,2.3254,2.4862,0.22037,6.6393
0.48082,0.13009,0.15952,3.6932,8.7332
0.65441,2.4556,3.2903,2.7569,3.8668
1.1918,0.10168,2.1726,2.9623,6.3776
0.49678,1.4809,2.8238,0.7905,7.7907
0.53226,2.1117,4.4072,3.1109,0.086853
0.1167,1.6331,0.36141,6.0235,5.3838
0.50283,0.1034,2.2228,0.73687,9.0646
1.3433,2.2715,0.51554,0.53942,5.2955
0.12346,2.2897,3.64,0.48306,5.6563
0.63185,0.15609,2.0361,7.0347,2.3401
0.32154,0.34392,0.092547,7.1252,4.4077
2.1512,0.40324,0.23209,0.46724,0.35021
0.64103,0.20398,3.2869,6.3214,0.52762
0.63979,2.4384,0.18714,0.21702,7.4634
0.24984,4.074,0.36919,0.31385,0.32534
0.55665,0.19396,4.4747,4.1277,3.57
0.1121,1.6626,0.30685,4.1863,7.5772
0.48036,1.148,0.19586,2.7985,8.8019
0.56476,3.2052,1.7089,1.7156,4.5517
0.56325,0.76618,0.57679,5.0414,7.2685
0.36938,0.087693,2.5605,3.3049,8.0084
0.20699,3.3472,0.066638,0.15679,5.6684
1.3534,0.96912,1.9128,4.8748,2.5515
0.098968,1.2124,1.0765,1.8316,9.2023
1.3645,2.263,0.22913,4.4212,0.14265
0.44746,0.16367,0.15413,5.959,6.5749
0.53355,3.2659,0.51817,3.5309,3.3214
0.591,0.20686,2.8776,5.4414,5.0858
0.10177,0.92456,3.6783,0.4115,7.6548
0.23805,1.2376,1.9965,7.1944,0.45056
1.4415,0.47023,3.92,0.091298,3.1224
0.59221,0.11554,5.3562,3.019,0.55073
0.1792,1.9927,4.536,2.2263,3.6601
0.54866,0.85601,1.7395,5.943,5.3801
1.3717,2.1097,1.734,0.92181,4.5321
0.085943,1.3408,5.6804,0.061789,0.88597
0.67181,1.0615,0.34215,7.1545,2.4211
0.37603,2.5333,0.84261,6.2331,0.16037
0.42066,2.5666,0.070072,5.9969,1.6412
0.10112,1.1887,1.8576,0.18562,9.1616
0.50944,0.15422,3.597,0.43473,7.7225
0.61733,0.1118,0.15583,4.8671,7.5483
0.60662,0.49499,4.8137,0.13618,5.2401
0.18884,3.2227,2.5316,3.6258,0.80895
1.428,0.14474,3.1605,4.1976,1.0463
0.55075,0.15905,0.20038,2.6323,9.2225
1.4827,1.3269,0.16241,0.096734,6.2252
0.39603,1.6047,0.050841,6.3638,4.4208
1.3401,1.4421,3.0637,3.6486,0.10748
0.60289,0.12325,4.1546,5.5419,0.16449
1.4565,0.050133,1.9389,5.0972,0.35596
0.12074,1.3888,2.7024,4.1911,6.4974
0.37657,0.10542,2.5438,7.2228,0.32483
1.4657,0.058002,2.3964,0.1971,5.8958
1.4405,0.17531,0.4548,4.0201,4.976
0.62047,1.5309,1.8477,5.0452,5.6824
0.10732,1.8308,3.0184,4.8449,4.3886
0.35317,1.5607,3.6749,2.7403,6.0491
0.1577,2.5005,1.9289,3.1056,6.2616
0.69093,2.4331,3.8719,0.13526,4.0408
0.16612,2.5934,1.7781,3.9216,5.4047
1.579,0.11798,3.9403,0.1412,1.1248
0.66295,0.2339,5.6744,0.072364,1.6788
0.41197,2.5626,4.6226,0.47123,0.4733
0.16937,1.7621,2.8745,0.17804,7.7759
0.39942,2.6419,0.16566,5.8917,0.38109
1.4847,0.62065,0.09266,2.8395,5.8483
0.543,2.6693,0.12577,2.5239,6.7636
0.11384,1.7091,3.4293,5.7406,0.38978
0.12668,0.93828,3.0303,5.9791,3.8599
0.61555,0.86265,0.76786,0.39908,9.3115
0.60366,1.1382,0.13827,0.15846,9.2765
