2.2571,0.29593,0.27089,0.26489,0.36107,0.33786,0.28481,0.25792,0.32557,0.30308,0.26229,0.29993,0.29098,0.27167,0.26292
0.26602,4.2628,0.41807,0.28103,0.30427,0.28939,0.30095,0.27497,0.34342,0.32167,0.29767,0.28614,0.37532,0.29775,0.26563
0.25882,0.25548,6.255,0.26949,0.26204,0.327,0.28791,0.26149,0.2677,0.27255,0.28843,0.32065,0.35281,0.2814,0.26655
0.30919,0.30668,0.30752,8.3042,0.35662,0.53114,0.30667,0.40574,0.3115,0.50582,0.43268,0.31356,0.46117,0.31477,0.30791
0.25778,0.24981,0.25616,0.2487,10.247,0.3164,0.29387,0.29534,0.34621,0.27688,0.31649,0.28349,0.37699,0.43616,0.27417
0.27647,0.27243,0.27167,0.27168,0.27169,12.267,0.64988,0.31736,0.27165,0.32638,0.40454,0.40646,0.29895,0.31782,0.27172
0.31347,0.30763,0.30926,0.30739,0.3073,0.3083,14.306,0.34124,0.31829,0.33175,0.33364,0.36494,0.47683,0.34198,0.31598
0.25672,0.25666,0.25663,0.25691,0.25664,0.25663,0.25663,16.252,0.46531,0.51686,0.25719,0.63424,0.28745,0.30262,0.25968
0.30207,0.30128,0.26804,0.27006,0.26778,0.2732,0.27753,0.28007,18.262,0.2728,0.28394,0.29158,0.51002,0.36345,0.26708
0.25518,0.25517,0.25517,0.25517,0.25517,0.25517,0.25517,0.26174,0.25522,20.255,0.26406,0.2701,0.27779,0.2764,0.26475
0.41376,0.26026,0.25735,0.25688,0.26598,0.26239,0.25854,0.25643,0.26177,0.26001,22.188,0.30373,0.29501,0.27592,0.26738
0.2584,0.2584,0.2584,0.25842,0.25842,0.2584,0.25848,0.25845,0.25847,0.26047,0.25914,24.258,0.26663,0.30954,0.25972
0.20871,0.20871,0.20873,0.2088,0.20874,0.20871,0.2088,0.20891,0.20901,0.21501,0.21204,0.20878,26.209,0.2209,0.20979
0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.20831,0.20855,0.2083,0.2083,0.2083,28.208,0.20852
0.19841,0.19841,0.19843,0.19848,0.19844,0.19847,0.19842,0.19856,0.19859,0.203,0.19843,0.19843,0.20011,0.19845,30.198
0.9114,1.4364,0.73624,1.475,3.9743,0.63638,4.4222,0.69671,6.9903,0.55579,6.6596,8.0119,10.727,11.226,10.502
0.24073,0.36576,2.9271,3.6628,0.25678,0.44061,5.4362,6.678,0.86227,6.5098,0.54447,0.70041,1.9325,1.7421,13.723
0.20892,0.20937,0.21143,0.24935,0.58525,5.8082,0.93618,7.312,4.6213,9.4294,9.5466,1.0502,0.26111,8.5876,6.0152
0.22739,0.35376,0.85838,4.0794,0.45336,4.1637,0.43278,0.26346,0.32688,8.5814,2.9086,11.999,12.175,1.2289,0.42668
0.30341,2.2317,0.29267,0.38976,0.35011,4.893,7.119,6.7455,0.4819,0.37931,0.54235,0.63276,11.351,0.89071,1.3225
0.27263,0.40348,2.9015,0.39214,5.4533,0.37423,0.30359,8.6354,0.42286,0.52132,11.268,2.7319,0.5424,0.55519,1.4844
0.27216,0.41542,3.0716,0.31636,4.0165,5.1829,0.9539,0.28904,0.43403,0.27727,0.87892,10.836,0.69725,0.53771,15.88
0.2633,2.1911,0.17812,0.19833,0.24219,5.7688,0.46208,0.32579,0.55771,0.68636,0.71261,0.31773,0.34787,13.797,16.249
0.23101,0.47143,0.284,0.4969,0.2582,0.23521,7.3005,0.24614,0.37382,10.857,0.52243,9.803,1.5813,15.397,0.51559
1.1056,1.7092,0.53,2.7558,0.32127,3.296,0.51888,0.59201,9.1452,10.607,0.54752,1.0807,0.39666,0.36789,1.4024
1.3004,0.45113,0.29267,0.48529,0.28673,0.43057,0.45415,8.093,0.83417,0.43013,10.979,0.84841,13.361,0.55445,0.78966
0.22942,0.63072,3.3314,0.35622,0.73002,2.8276,0.58214,7.2879,9.7775,1.1984,1.0786,0.72346,11.054,1.233,0.78003
0.35568,1.8665,2.4872,2.5007,0.82539,3.8527,0.4149,7.3424,0.43042,0.46052,1.4568,10.123,0.30894,12.138,0.6672
0.25207,0.25218,0.25531,0.28372,0.42811,1.0247,8.0321,6.3042,10.261,0.9879,0.66874,11.696,1.5591,1.6586,0.79456
0.27838,0.28699,0.57208,4.2288,4.0832,1.4314,7.9068,0.59822,0.34878,1.1186,12.156,1.3525,1.0512,0.49803,2.0634
0.22884,0.39773,3.4062,1.0327,0.31345,0.31399,0.30311,0.46481,7.5997,0.55719,11.203,0.36295,0.68117,15.055,1.9411
1.2396,0.55301,2.2407,0.45174,4.6688,6.153,7.6833,0.66815,0.98274,0.78116,0.69485,0.89513,0.88656,0.98051,0.8049
0.27026,0.41634,3.4681,0.6179,5.0996,0.26027,0.25404,1.0261,1.0845,9.9748,1.1556,0.42576,11.946,1.1009,5.1144
1.322,1.4701,0.24312,0.81975,0.47227,0.39304,0.25537,7.1456,0.19257,0.82326,0.27673,10.341,0.46045,0.2628,12.931
1.1307,0.5147,0.38319,4.5432,0.40969,6.6421,1.1927,1.093,1.12,0.51806,1.7849,1.168,1.5343,1.3672,14.202
1.4072,0.33694,0.41911,0.45576,0.4092,3.2052,0.59752,0.46492,0.31046,8.3323,0.32721,0.51029,9.7432,16.171,1.2082
0.26924,0.30808,0.39745,1.0298,4.1903,0.46897,0.96718,9.1192,0.60862,0.42178,0.45149,11.761,14.454,0.4017,0.52556
0.2758,0.2865,0.44046,3.0336,5.1193,0.64382,0.40913,6.5577,10.106,0.67525,0.67095,0.69056,0.92312,0.46642,13.369
0.46425,2.3011,1.0833,0.40726,0.85158,1.0072,0.43884,1.0087,1.3257,11.186,11.794,10.683,1.244,1.771,0.50259
0.28425,0.26407,0.26521,0.26133,6.1432,0.29673,1.2605,0.39577,8.4086,8.9752,0.66325,12.176,1.4187,1.9368,1.0045
0.38263,2.3843,0.38463,3.5729,0.16074,0.14342,7.0314,0.39196,0.52087,0.73043,2.9308,11.267,0.97258,0.76447,1.308
0.24439,0.24679,0.25619,0.44391,6.0122,0.70685,0.54723,0.6085,0.34338,7.8294,11.086,0.45922,0.44698,14.952,1.3663
0.15726,0.23597,0.16161,0.14957,0.15475,0.16695,4.2843,0.27078,11.095,10.187,0.63562,1.2678,0.85943,0.60302,16.2
0.28334,0.39405,2.0239,2.3676,0.52401,5.1859,6.804,0.37283,0.44214,0.30774,0.34195,0.29226,9.605,15.853,3.6468
0.32093,0.3574,1.0633,0.33063,1.4717,0.32874,0.32963,9.9673,0.70856,0.36271,1.0987,0.37739,9.8107,12.345,16.419
1.3244,0.57556,3.6065,0.50128,0.57025,1.0524,0.70124,0.55158,3.2312,0.97621,1.0473,13.637,0.75129,0.73036,0.75771
