1.1779,1.1134,0.98679,0.84656,0.74626,0.72417,0.78875,0.91533,1.0555,1.1559
1.0865,1.1318,1.108,1.0243,0.91262,0.81559,0.77032,0.79407,0.87779,0.9895
1.0515,1.1788,1.2191,1.157,1.0163,0.85059,0.7233,0.68301,0.7451,0.88586
0.89704,1.031,1.1345,1.1678,1.1184,1.0051,0.8711,0.76766,0.73427,0.78369
0.74642,0.85192,0.99528,1.1218,1.183,1.1557,1.0502,0.90683,0.78036,0.71908
0.73156,0.77565,0.88674,1.0224,1.1308,1.1706,1.1265,1.0154,0.87972,0.77131
0.76973,0.72989,0.77453,0.8866,1.0233,1.1324,1.1722,1.1276,1.0155,0.87883
0.85828,0.77171,0.75364,0.81098,0.92182,1.0438,1.1304,1.1485,1.0911,0.98029
1.0026,0.84899,0.73441,0.70258,0.76566,0.89956,1.0531,1.1677,1.1995,1.1365
1.1477,1.0291,0.88068,0.75912,0.71087,0.75437,0.87299,1.0214,1.143,1.1912
0.83113,0.29126,0.0034099,0.077526,0.4853,1.071,1.6109,1.8987,1.8246,1.4168
0.52633,1.1138,1.6391,1.9016,1.801,1.3758,0.78831,0.26299,0.00049309,0.10108
0.029678,0.41116,0.99886,1.5683,1.902,1.8724,1.491,0.90325,0.33381,0.00013475
0.0087474,0.2013,0.68023,1.2626,1.726,1.8934,1.7008,1.2219,0.63951,0.17613
1.2352,1.7144,1.9021,1.7265,1.2547,0.66694,0.1877,4.3359e-05,0.17564,0.64741
1.0981,0.5132,0.095536,0.0046494,0.27526,0.804,1.3889,1.8066,1.8975,1.6269
1.8898,1.5384,0.96262,0.38244,0.019446,0.012297,0.36372,0.93949,1.5197,1.8827
1.8864,1.5149,0.92801,0.34991,0.0014269,0.015673,0.3872,0.97411,1.5522,1.9007
1.6434,1.7144,1.4938,1.0659,0.59413,0.25869,0.1877,0.4083,0.83621,1.308
0.39804,0.24987,0.36953,0.71131,1.1447,1.5041,1.6522,1.5326,1.1908,0.75744
1.482,1.0067,0.51024,0.18212,0.14771,0.42015,0.89537,1.3919,1.72,1.7544
0.4796,0.81377,1.2004,1.4917,1.5766,1.4225,1.0883,0.70174,0.41036,0.32551
