0.0058339,0.0025611,0.0039889,0.0030966,0.010722,0.024054,0.063282,0.16661,0.4355,0.882
0.012553,0.02202,0.010394,0.011955,0.067459,0.067401,0.048902,0.26479,0.69319,0.66128
0.017077,0.013805,0.051856,0.034181,0.05364,0.061023,0.087046,0.33021,0.14645,0.9239
0.021044,0.050202,0.027748,0.025459,0.029728,0.12769,0.062214,0.38751,0.5541,0.72093
0.0075701,0.017334,0.0084253,0.026992,0.032681,0.11365,0.054816,0.32296,0.82906,0.43696
0.013884,0.029664,0.016814,0.016231,0.087418,0.16679,0.16256,0.61466,0.27264,0.70177
0.025368,0.01068,0.011628,0.067259,0.068567,0.24081,0.11738,0.69061,0.5045,0.43306
0.017346,0.0077617,0.046083,0.063462,0.033157,0.088949,0.29977,0.1344,0.15201,0.9239
0.0013155,0.0030524,0.0079151,0.018784,0.049819,0.13019,0.34017,0.15252,0.54693,0.73628
0.0088631,0.021334,0.055717,0.025004,0.027041,0.10229,0.29828,0.13377,0.84397,0.40708
0.0058516,0.0029397,0.015683,0.038781,0.055183,0.12373,0.35732,0.47228,0.24859,0.76032
0.0078627,0.017476,0.044122,0.019974,0.061754,0.13358,0.37761,0.51792,0.63099,0.40901
0.011892,0.027997,0.013071,0.013695,0.081235,0.081696,0.30747,0.7612,0.34121,0.4532
0.025037,0.012764,0.067656,0.033796,0.08627,0.17452,0.53626,0.22792,0.24671,0.76449
0.024301,0.053832,0.047018,0.031271,0.047639,0.21462,0.56588,0.25371,0.57753,0.47642
0.10106,0.041697,0.045122,0.14196,0.089359,0.14185,0.60273,0.48821,0.33709,0.47341
0.024371,0.010014,0.056391,0.075321,0.055085,0.27614,0.12067,0.13072,0.17302,0.9239
0.031906,0.024772,0.02044,0.018736,0.10627,0.29085,0.12663,0.13701,0.58362,0.72885
0.036697,0.018827,0.017358,0.057783,0.086023,0.27372,0.12175,0.13174,0.83112,0.43677
0.04019,0.022861,0.021467,0.021114,0.1165,0.31941,0.13935,0.45658,0.24024,0.77847
0.03665,0.020094,0.020762,0.052271,0.1245,0.3528,0.15456,0.5262,0.61928,0.42041
0.038292,0.09243,0.042233,0.046125,0.058345,0.3167,0.14199,0.71171,0.33247,0.49535
0.015151,0.034791,0.017331,0.093939,0.096139,0.33957,0.36908,0.21559,0.23334,0.79386
0.020185,0.047368,0.044875,0.059228,0.11055,0.34456,0.41522,0.23116,0.65169,0.45895
0.0092727,0.019473,0.052213,0.13262,0.059662,0.37783,0.46021,0.53676,0.338,0.46898
0.0167,0.039821,0.024384,0.042331,0.1557,0.41664,0.58531,0.30347,0.32847,0.51327
0.053372,0.027204,0.02508,0.14529,0.18794,0.59491,0.26646,0.2879,0.50061,0.42829
0.013275,0.031891,0.083251,0.037547,0.24181,0.10564,0.11439,0.12379,0.20456,0.92393
0.015772,0.0077742,0.037386,0.087928,0.24379,0.10501,0.11365,0.12311,0.56459,0.76022
0.019246,0.032315,0.089601,0.040275,0.26171,0.11396,0.12514,0.13376,0.8435,0.40825
0.036169,0.02005,0.017246,0.091095,0.24512,0.10957,0.11861,0.48579,0.23873,0.78169
0.032911,0.078978,0.066565,0.044862,0.28954,0.127,0.13738,0.53941,0.62685,0.43334
0.06991,0.02968,0.031452,0.095866,0.30232,0.13527,0.1463,0.72259,0.33867,0.46602
0.071228,0.029454,0.046987,0.037571,0.23594,0.10543,0.40217,0.20255,0.21875,0.82089
0.0087909,0.015481,0.04072,0.10637,0.2851,0.1249,0.43248,0.22487,0.6691,0.4572
0.013948,0.029195,0.07393,0.10222,0.32206,0.14109,0.48584,0.54932,0.34306,0.45712
0.010976,0.026336,0.034878,0.095876,0.25659,0.35695,0.18665,0.20203,0.21879,0.82072
0.031971,0.051426,0.086667,0.044015,0.28212,0.37647,0.19914,0.2154,0.6853,0.46238
0.063819,0.035861,0.090236,0.080049,0.35768,0.43575,0.23582,0.53938,0.3392,0.463
