0.034933,0.9859,0.17494,0.88635,0.88635
0.13422,0.99443,0.10772,1.0308,1.0308
0.0032474,0.92295,0.39312,0.44961,0.44961
0.0038251,0.88098,0.47938,0.28354,0.28354
0.00092755,0.83303,0.55324,0.16406,0.16406
0.71629,0.45455,0.69986,0.76015,0.76015
0.44397,0.38265,0.89754,0.72899,0.72899
0.0095242,0.40035,0.92849,0.48114,0.48114
1,0.24957,0.010401,1.1248,1.1248
0.98879,0.6834,0.1505,1.3408,1.3408
0.34358,0.99892,0.061689,1.2792,1.2792
0.53537,0.10099,0.84542,0.52427,0.52427
0.0084695,0.22357,0.98902,0.90448,0.90448
0.14194,0.84447,0.5403,0.27549,0.27549
0.68786,0.080674,0.73228,0.54948,0.54948
5.1612e-06,0.00044638,1.0865,2.2931,2.2931
0.15556,0.66111,0.73504,0.08804,0.08804
0.90571,0.22049,0.42411,0.92443,0.92443
0.77022,0.24445,0.63845,0.72695,0.72695
0.014438,1.0327,0.025365,1.4021,1.4021
1.9112e-06,1.2317,0.42419,8.197,8.197
0.90801,0.22024,0.42282,0.92936,0.92936
0.9765,0.10619,0.25916,1.0066,1.0066
0.7751,0.38566,0.6342,0.80478,0.80478
0.93804,0.0708,0.3478,0.91551,0.91551
0.00013336,0.99573,0.096801,0.95829,0.95829
0.85713,0.047629,0.5152,0.75967,0.75967
0.96019,0.99982,3.1408e-05,2.3832,2.3832
0.981,0.0010172,0.20359,0.96329,0.96329
0.89756,0.22011,0.44087,0.90935,0.90935
7.0873e-06,0.12393,1.0001,1.0627,1.0627
0.94181,0.25004,0.34008,1.0121,1.0121
2.3454,9.8875e-10,0.18276,6.1821,6.1821
0.92951,0.18413,0.37851,0.95021,0.95021
0.35006,0.24267,0.94008,0.78295,0.78295
0.94592,0.21781,0.33865,1.001,1.001
0.87979,0.21833,0.48717,0.87504,0.87504
0.27722,0.94459,0.34845,0.781,0.781
0.81256,0.083362,0.58363,0.70676,0.70676
0.93547,0.21886,0.35518,0.9795,0.9795
0.89009,0.14389,0.4556,0.85753,0.85753
0.94731,0.0019994,0.34067,0.90196,0.90196
0.99769,0.85532,0.072056,1.6323,1.6323
0.003931,0.54785,0.85025,0.20999,0.20999
0.99989,0.14459,0.017959,1.0718,1.0718
0.95931,0.39888,0.28322,1.1195,1.1195
0.90047,0.054535,0.43604,0.83861,0.83861
0.90035,0.44213,0.43498,1.0255,1.0255
1,3.094e-06,0.002188,1,1
0.32007,0.73884,0.68037,0.32865,0.32865
0.99771,0.48339,0.083483,1.2368,1.2368
0.93752,0.03972,0.35134,0.8988,0.8988
0.97467,0.26316,0.22463,1.0816,1.0816
0.88878,2.0665e-05,0.46018,0.79084,0.79084
0.23287,0.38371,0.91082,0.47212,0.47212
0.90066,0.054485,0.43604,0.83901,0.83901
0.86966,0.036052,0.49811,0.77128,0.77128
0.86703,0.3134,0.50468,0.90166,0.90166
1,8.3526e-07,5.3005e-06,1,1
0.8115,0.083362,0.58543,0.7053,0.7053
0.0020351,9.8875e-10,1.0006,1.0067,1.0067
0.85676,0.047698,0.52191,0.75959,0.75959
0.809,0.8011,0.59181,1.1526,1.1526
0.47465,0.22488,0.88057,0.61361,0.61361
0.90287,0.054476,0.43357,0.84318,0.84318
0.94372,0.54143,0.3319,1.1617,1.1617
0.97969,0.010578,0.2098,0.96549,0.96549
0.99978,0.40026,0.024012,1.1995,1.1995
0.90806,0.22079,0.42272,0.92972,0.92972
1,0.24957,0.0096228,1.1248,1.1248
0.92594,0.11254,0.38369,0.91382,0.91382
0.72333,0.17177,0.69272,0.62531,0.62531
0.89958,0.14425,0.43655,0.87486,0.87486
0.9892,0.027526,0.15057,0.99126,0.99126
0.54088,0.0020068,0.84186,0.47187,0.47187
0.77798,0.6591,0.63078,0.96081,0.96081
0.96648,0.17616,0.25855,1.0216,1.0216
0.95486,0.23571,0.29745,1.0294,1.0294
0.83381,0.10269,0.55315,0.74963,0.74963
0.49396,1.0115,0.0053811,1.6052,1.6052
0.65304,4.8353e-05,0.75865,0.49039,0.49039
1.2225,9.8875e-10,1.0006,3.1113,3.1113
0.88878,2.0665e-05,0.46018,0.79084,0.79084
1.0002,1.5872e-07,0.019727,1.0005,1.0005
0.85793,0.045721,0.52049,0.75051,0.75051
0.92278,0.00016557,0.44721,0.8557,0.8557
0.89141,0.81123,0.45367,1.3167,1.3167
0.84393,0.44458,0.53746,0.9287,0.9287
1,0.14669,0.0027053,1.0733,1.0733
1,0.26917,0.0045398,1.1345,1.1345
0.90269,0.054923,0.43041,0.84232,0.84232
0.65041,1.0012,0.010175,1.7485,1.7485
0.97638,0.12874,0.21706,1.0177,1.0177
0.98894,0.066957,0.15039,1.0107,1.0107
0.80918,0.083362,0.58864,0.7018,0.7018
0.98458,0.036843,0.18242,0.98846,0.98846
0.92788,0.40964,0.37813,1.064,1.064
0.99978,0.65634,0.021893,1.3422,1.3422
0.84398,0.05384,0.56361,0.73516,0.73516
3.689e-06,2.4641e-05,1.1354,3.5608,3.5608
0.96401,0.12259,0.26732,0.98644,0.98644
0.2776,0.94458,0.34845,0.78129,0.78129
0.24799,0.58607,0.82112,0.21078,0.21078
0.94372,0.54143,0.3319,1.1617,1.1617
0.42059,0.13874,0.90607,0.58009,0.58009
0.26831,0.10422,0.96148,0.7538,0.7538
0.90582,0.042951,0.42698,0.84252,0.84252
0.96084,0.011593,0.28151,0.92508,0.92508
0.44547,0.011012,0.89708,0.53774,0.53774
0.80357,0.17118,0.59929,0.72986,0.72986
0.99774,1.5872e-07,0.069983,0.99558,0.99558
0.1537,0.82708,0.71866,0.28412,0.28412
0.8205,0.25369,0.58106,0.79612,0.79612
0.15492,0.6622,0.73582,0.089787,0.089787
0.98733,0.4798,0.15937,1.2151,1.2151
0.93515,0.1086,0.38242,0.93443,0.93443
0.73297,1.5872e-07,0.69888,0.56513,0.56513
0.76401,0.037859,0.67493,0.60939,0.60939
0.82134,0.17572,0.57064,0.76182,0.76182
0.89189,0.66189,0.45205,1.1359,1.1359
0.95842,0.0053871,0.28581,0.92115,0.92115
0.94121,0.0051482,0.41937,0.88675,0.88675
0.96761,0.67981,0.25421,1.2967,1.2967
0.96331,0.0052739,0.2701,0.92999,0.92999
0.99502,0.88708,0.10578,1.7339,1.7339
