0.16405,0.38832,0.98148,0.44588,0.48317,0.56994,0.63686,3.6361,2.0089,10.595,5.3242,30.319,19.826,91.929,0.069103
0.13422,0.1077,0.1399,0.17701,0.35071,0.36057,0.72358,0.73891,1.4819,1.927,3.3343,5.3356,8.5788,13.753,0
0.36648,0.12228,1.0786,0.46509,3.226,1.303,1.3733,1.6552,1.4751,4.7864,15.379,5.5816,45.31,136.48,0
0.092028,0.2043,0.48737,1.081,2.4504,1.3319,6.5716,4.4672,14.996,15.615,10.963,11.584,23.333,78.45,0
0.69835,0.2621,0.2642,0.33755,0.30472,2.5037,1.2123,8.2046,23.355,60.903,87.465,40.785,41.876,44.188,0.016602
0.14395,0.37348,0.13848,0.13472,0.16066,1.0211,3.5197,8.7165,27.997,86.949,35.184,31.739,80.626,84.667,5.8721e-13
0.22468,0.55122,0.24263,0.26201,0.36621,0.34756,2.0847,0.91893,5.6504,2.9367,13.623,33.959,84.132,48.34,3.2537e-10
0.36892,0.13441,0.12789,1.1943,3.7859,10.643,32.26,105.41,37.814,37.982,40.344,42.02,45.117,48.346,0.58326
0.12178,0.37628,1.0145,3.5831,11.025,4.3666,5.3078,44.499,14.176,18.935,16.232,142.34,47.496,49.719,0
0.16284,0.053445,0.52077,1.6699,3.8472,1.4151,11.356,4.0109,4.683,4.4868,4.8235,41.319,134.11,46.63,0
0.10243,0.28193,0.092134,0.14922,1.0552,0.35129,0.37526,3.9854,2.0648,13.343,42.74,118.98,39.943,96.424,0.50736
0.17746,0.32188,0.12373,1.1303,3.6375,1.2572,11.836,32.337,104.73,42.717,45.899,41.817,45.525,46.345,0.10688
0.47629,1.0272,0.44703,0.52989,0.51763,0.57185,0.6038,4.0069,1.6061,11.343,33.218,87.609,66.638,42.908,0
0.11299,0.37932,1.1117,4.3438,13.324,3.8168,51.971,15.041,152.93,49.339,46.16,47.828,52.175,53.981,7.8043e-11
0.098898,0.036401,0.28349,0.83931,2.4531,6.7841,16.935,51.237,22.589,21.443,25.442,24.352,25.875,103.25,0
0.12873,0.34656,0.15344,1.0776,2.6074,7.0797,20.416,8.0962,10.757,65.491,26.122,76.224,39.727,42.727,4.6029e-13
0.12729,0.38414,1.2124,2.9908,11.106,3.3773,36.061,13.004,13.393,12.283,13.266,13.356,165.36,49.928,4.5611e-11
0.11352,0.35931,1.1975,0.46725,3.9596,1.7387,1.8181,15.442,47.164,16.483,19.164,17.593,18.811,146.19,6.219e-11
0.25788,0.08362,0.75327,0.25838,2.2153,1.284,8.3462,27.066,83.862,39.672,87.402,42.15,45.236,48.998,0.034111
0.047713,0.019524,0.11197,0.30978,0.7708,2.1765,0.93314,6.4875,2.6844,16.827,16.544,60.739,26.401,89.779,0.71253
0.0645,0.24369,0.77551,0.29727,3.0017,11.723,3.197,3.8169,49.638,14.436,14.436,16.573,15.761,196.94,1.3621e-11
0.33083,0.11245,0.9091,0.2921,0.33424,0.35817,0.38884,4.0271,14.17,49.767,143.84,45.33,47.28,49.408,0
0.18814,0.052381,0.61195,2.3386,7.2305,22.823,9.2782,7.5319,8.3438,36.257,14.962,173.39,50.928,51.379,1.6376
0.32951,0.11059,0.10374,1.228,3.7755,8.5379,27.837,85.88,26.812,28.337,29.183,38.682,125.15,51.595,0.0049653
0.10239,0.3317,0.96227,3.6713,13.657,4.459,5.116,4.4495,4.9301,5.4664,49.883,14.825,15.994,181.17,7.4499e-11
0.29785,0.087138,0.92449,3.3389,9.8189,3.0424,3.9007,4.0728,40.13,12.253,13.238,13.357,162.9,51.626,5.5943e-13
0.12841,0.34138,0.12038,1.1585,3.5288,1.2321,11.899,37.964,13.861,13.962,14.851,123.28,43.531,49.336,0.44736
0.26021,0.091625,0.73874,2.3482,1.1993,0.92422,1.2711,1.3395,1.3025,3.944,11.703,32.119,39.029,133.6,0
0.32716,0.10505,1.0717,3.5104,9.686,3.3228,4.1962,35.202,111.49,44.628,40.297,43.905,45.258,48.609,0
0.094105,0.30171,0.96905,0.35506,3.4466,12.103,4.1123,45.879,18.279,143.39,44.605,45.927,47.814,52.258,0.0084293
0.12425,0.043034,0.36813,1.1879,3.9671,13.203,4.8286,45.897,15.179,65.236,27.829,27.432,28.761,126.12,1.9123
0.72265,0.25758,2.0319,0.84466,1.1361,0.8815,1.4148,1.3142,1.2877,3.846,11.33,30.841,37.489,131.4,0
0.077807,0.22264,0.76323,2.5107,7.1829,3.1525,25.774,11.242,9.0574,10.81,105.26,100.05,46.06,48.141,0.30009
